0,0.000000,0.000000,0.000000
1,43.449344,43.449344,0.000000
2,37.514240,37.514240,0.000000
3,39.239648,39.239648,0.000000
4,37.984064,37.984064,0.000000
5,133.380672,39.462752,93.917920
6,38.178816,38.178816,0.000000
7,38.040064,38.040064,0.000000
8,39.073056,39.073056,0.000000
9,38.724128,38.724128,0.000000
10,117.827552,37.789440,80.038112
11,37.712160,37.712160,0.000000
12,38.219584,38.219584,0.000000
13,37.756928,37.756928,0.000000
14,38.807712,38.807712,0.000000
15,112.821568,37.680192,75.141376
16,38.455616,38.455616,0.000000
17,38.041792,38.041792,0.000000
18,38.025056,38.025056,0.000000
19,37.613984,37.613984,0.000000
20,110.704575,38.501695,72.202879
21,38.227712,38.227712,0.000000
22,38.070720,38.070720,0.000000
23,37.750496,37.750496,0.000000
24,37.870112,37.870112,0.000000
25,109.535232,37.766976,71.768256
26,38.800960,38.800960,0.000000
27,37.766752,37.766752,0.000000
28,37.905376,37.905376,0.000000
29,37.622048,37.622048,0.000000
30,108.625153,37.908352,70.716800
31,40.009024,40.009024,0.000000
32,38.041824,38.041824,0.000000
33,37.716384,37.716384,0.000000
34,38.211040,38.211040,0.000000
35,107.801248,37.666976,70.134272
36,38.718272,38.718272,0.000000
37,38.215136,38.215136,0.000000
38,39.221696,39.221696,0.000000
39,38.381984,38.381984,0.000000
40,108.613696,38.648416,69.965280
41,39.145728,39.145728,0.000000
42,38.163968,38.163968,0.000000
43,37.976000,37.976000,0.000000
44,38.232256,38.232256,0.000000
45,107.108160,37.910240,69.197920
46,42.507040,42.507040,0.000000
47,39.127680,39.127680,0.000000
48,38.502208,38.502208,0.000000
49,38.032928,38.032928,0.000000
50,107.642240,38.504352,69.137888
51,40.238848,40.238848,0.000000
52,38.534144,38.534144,0.000000
53,38.221088,38.221088,0.000000
54,39.484416,39.484416,0.000000
55,108.608064,39.159808,69.448256
56,40.876224,40.876224,0.000000
57,38.219168,38.219168,0.000000
58,39.528768,39.528768,0.000000
59,37.684000,37.684000,0.000000
60,106.735648,37.955008,68.780640
61,37.956960,37.956960,0.000000
62,38.233792,38.233792,0.000000
63,38.363968,38.363968,0.000000
64,38.513504,38.513504,0.000000
65,107.025056,38.132896,68.892160
66,39.932736,39.932736,0.000000
67,38.117760,38.117760,0.000000
68,38.296576,38.296576,0.000000
69,38.423552,38.423552,0.000000
70,107.375552,38.479808,68.895744
71,38.797600,38.797600,0.000000
72,38.465056,38.465056,0.000000
73,38.281504,38.281504,0.000000
74,38.483424,38.483424,0.000000
75,107.248064,38.339936,68.908128
76,38.823392,38.823392,0.000000
77,38.210336,38.210336,0.000000
78,38.413056,38.413056,0.000000
79,37.835264,37.835264,0.000000
80,106.797024,38.268000,68.529024
81,38.164672,38.164672,0.000000
82,38.135520,38.135520,0.000000
83,37.761984,37.761984,0.000000
84,38.076288,38.076288,0.000000
85,105.657313,37.547712,68.109601
86,38.104320,38.104320,0.000000
87,37.872096,37.872096,0.000000
88,38.037280,38.037280,0.000000
89,37.631520,37.631520,0.000000
90,106.352095,38.009856,68.342239
91,38.254720,38.254720,0.000000
92,37.852288,37.852288,0.000000
93,37.807808,37.807808,0.000000
94,38.022784,38.022784,0.000000
95,105.965632,37.616480,68.349152
96,38.438656,38.438656,0.000000
97,38.355968,38.355968,0.000000
98,38.465312,38.465312,0.000000
99,38.220192,38.220192,0.000000
100,106.080032,38.164352,67.915679
101,38.395904,38.395904,0.000000
102,38.451392,38.451392,0.000000
103,38.316000,38.316000,0.000000
104,38.227712,38.227712,0.000000
105,106.044894,38.051712,67.993183
106,41.467904,41.467904,0.000000
107,39.494656,39.494656,0.000000
108,37.752864,37.752864,0.000000
109,38.479904,38.479904,0.000000
110,105.548704,37.909024,67.639680
111,37.885248,37.885248,0.000000
112,37.902656,37.902656,0.000000
113,37.751776,37.751776,0.000000
114,37.943392,37.943392,0.000000
115,105.320416,37.776576,67.543840
116,37.688576,37.688576,0.000000
117,37.868832,37.868832,0.000000
118,37.859745,37.859745,0.000000
119,37.772000,37.772000,0.000000
120,105.554304,37.952512,67.601792
121,37.749120,37.749120,0.000000
122,37.810592,37.810592,0.000000
123,37.749888,37.749888,0.000000
124,37.768928,37.768928,0.000000
125,104.674080,37.227552,67.446528
126,38.014272,38.014272,0.000000
127,37.653824,37.653824,0.000000
128,37.986464,37.986464,0.000000
129,37.423104,37.423104,0.000000
130,105.411328,37.895488,67.515840
131,38.191072,38.191072,0.000000
132,37.915904,37.915904,0.000000
133,38.023264,38.023264,0.000000
134,38.096896,38.096896,0.000000
135,105.040352,37.645504,67.394848
136,37.904512,37.904512,0.000000
137,37.752832,37.752832,0.000000
138,37.831552,37.831552,0.000000
