timestamp,relative_time_seconds,datetime,slam_process_count,slam_cpu_percent,slam_memory_mb,slam_memory_percent,cpu_cores_in_use,cpu_total_cores,system_cpu_percent,system_memory_percent,system_memory_available_mb,gpu_utilization_percent,gpu_memory_mb,cuda_cores,core_0_cpu_percent,core_1_cpu_percent,core_2_cpu_percent,core_3_cpu_percent,core_4_cpu_percent,core_5_cpu_percent,core_6_cpu_percent,core_7_cpu_percent,core_8_cpu_percent,core_9_cpu_percent,core_10_cpu_percent,core_11_cpu_percent
1750087810.591511,99.29401707649231,2025-06-16T17:30:10.591511,11,462.8,19583.86,31.64,12,12,39.5,42.5,35604.55,44.0,7595.0,5888,33.3,22.2,28.8,32.1,30.2,24.5,43.4,60.4,52.8,51.9,49.1,43.4
1750087811.1223264,99.82483243942261,2025-06-16T17:30:11.122326,11,512.4,19596.0,31.66,12,12,43.5,42.6,35517.95,37.0,7595.0,5888,32.7,17.0,28.3,18.9,29.1,30.2,71.7,72.2,57.4,73.6,57.4,35.2
1750087811.6592944,100.3618004322052,2025-06-16T17:30:11.659294,11,454.9,19593.65,31.66,12,12,38.9,42.4,35638.62,38.0,7595.0,5888,18.5,9.3,24.5,11.3,5.7,37.0,64.8,69.8,64.8,63.0,66.0,32.1
1750087812.1945484,100.89705443382263,2025-06-16T17:30:12.194548,11,541.5,19588.28,31.65,12,12,45.4,42.6,35522.36,51.0,7595.0,5888,30.8,17.3,41.5,30.2,15.1,43.4,75.5,69.8,57.7,62.3,60.4,37.7
1750087812.726773,101.429279088974,2025-06-16T17:30:12.726773,11,431.3,19580.72,31.64,12,12,37.0,42.6,35553.79,29.0,7595.0,5888,13.0,9.4,20.8,9.4,17.0,31.5,63.0,62.3,63.0,61.1,59.3,35.2
1750087813.26177,101.96427607536316,2025-06-16T17:30:13.261770,11,187.9,19589.9,31.65,11,12,17.4,42.4,35624.43,29.0,7595.0,5888,17.0,9.4,11.3,3.8,18.5,13.5,28.3,26.4,24.5,25.0,16.7,15.1
1750087813.7967653,102.49927139282227,2025-06-16T17:30:13.796765,11,449.4,19612.89,31.69,12,12,41.9,42.6,35526.98,45.0,7595.0,5888,23.1,20.0,25.0,13.0,18.9,40.7,66.7,66.7,64.8,67.3,60.4,35.8
1750087814.3337052,103.03621125221252,2025-06-16T17:30:14.333705,11,175.7,19568.17,31.62,12,12,15.5,42.6,35516.41,6.0,7595.0,5888,13.2,7.5,5.6,5.7,7.4,7.5,25.9,26.4,24.5,24.1,24.1,13.2
1750087814.8657768,103.56828284263611,2025-06-16T17:30:14.865777,11,460.4,19605.6,31.68,12,12,39.2,42.6,35525.09,32.0,7595.0,5888,13.5,9.4,22.6,18.9,16.7,37.7,67.3,66.7,55.6,62.3,66.0,32.1
1750087815.3997726,104.10227870941162,2025-06-16T17:30:15.399773,11,146.3,19595.14,31.66,10,12,12.4,42.6,35518.1,0.0,7595.0,5888,3.7,9.6,9.4,3.8,13.5,11.1,20.8,18.9,19.2,19.2,5.7,9.4
1750087815.9317758,104.634281873703,2025-06-16T17:30:15.931776,11,489.8,19649.53,31.75,12,12,41.8,42.7,35488.47,35.0,7595.0,5888,24.5,14.8,24.5,16.7,17.0,34.0,62.3,68.5,71.7,70.4,57.4,40.7
1750087816.4667645,105.1692705154419,2025-06-16T17:30:16.466764,11,136.6,19618.21,31.7,9,12,11.8,42.7,35456.8,29.0,7595.0,5888,7.4,3.8,13.0,3.7,13.0,1.9,15.1,19.2,18.9,18.9,11.3,17.0
1750087817.0013008,105.70380687713623,2025-06-16T17:30:17.001301,11,518.8,19574.02,31.62,12,12,43.5,42.6,35497.77,34.0,7595.0,5888,30.8,15.1,15.4,5.8,38.9,41.5,68.5,72.2,72.2,74.1,47.2,37.0
1750087817.5377762,106.2402822971344,2025-06-16T17:30:17.537776,11,456.8,19612.61,31.69,12,12,42.0,42.8,35421.6,39.0,7595.0,5888,27.8,42.6,33.3,30.9,33.3,41.8,60.4,43.4,54.7,61.1,44.4,30.8
1750087818.0723815,106.7748875617981,2025-06-16T17:30:18.072381,11,542.1,19581.5,31.64,12,12,46.8,42.8,35431.2,47.0,7595.0,5888,22.6,23.1,32.1,25.5,46.2,37.3,75.5,68.5,58.5,60.4,60.4,50.0
1750087818.6038077,107.30631375312805,2025-06-16T17:30:18.603808,11,541.3,19600.34,31.67,12,12,46.6,42.9,35350.4,61.0,7595.0,5888,41.5,33.3,35.2,35.2,36.5,49.1,61.1,61.1,58.5,54.7,59.3,37.0
1750087819.137537,107.84004306793213,2025-06-16T17:30:19.137537,11,413.7,19581.58,31.64,12,12,35.8,42.8,35434.03,59.0,7595.0,5888,15.4,7.7,11.5,28.3,37.0,25.0,60.4,58.5,67.9,38.5,37.7,36.5
1750087819.6689036,108.37140965461731,2025-06-16T17:30:19.668904,11,208.6,19560.82,31.6,12,12,18.5,42.8,35407.02,0.0,7595.0,5888,9.4,5.8,20.8,26.4,13.2,16.7,29.6,28.8,15.1,5.7,30.2,17.0
1750087820.2017307,108.90423679351807,2025-06-16T17:30:20.201731,11,394.6,19608.36,31.68,12,12,33.6,42.8,35380.25,49.0,7595.0,5888,24.1,13.0,25.0,25.9,5.7,43.4,57.7,47.2,50.9,38.9,57.4,17.0
1750087820.7330132,109.43551921844482,2025-06-16T17:30:20.733013,11,536.1,19609.75,31.68,12,12,45.8,42.9,35343.78,52.0,7595.0,5888,24.1,30.2,64.8,47.1,35.8,36.5,60.0,56.4,42.6,44.4,61.5,46.3
1750087821.26664,109.96914601325989,2025-06-16T17:30:21.266640,11,414.1,19612.17,31.69,12,12,34.6,42.8,35418.11,29.0,7595.0,5888,11.3,30.2,50.0,37.7,17.0,28.3,59.6,36.5,30.8,35.8,48.1,28.8
1750087821.798315,110.50082111358643,2025-06-16T17:30:21.798315,11,202.6,19587.06,31.65,12,12,18.4,42.9,35339.67,0.0,7595.0,5888,9.4,9.3,9.3,7.4,22.2,20.0,28.3,24.1,27.8,28.3,18.9,14.8
1750087822.331138,111.03364396095276,2025-06-16T17:30:22.331138,11,437.6,19625.71,31.71,11,12,36.6,42.9,35354.84,39.0,7595.0,5888,17.3,2.0,5.8,15.1,24.5,34.6,69.1,64.2,64.2,63.0,47.2,29.6
1750087822.8664548,111.56896090507507,2025-06-16T17:30:22.866455,11,526.1,19594.91,31.66,12,12,44.7,42.9,35338.62,44.0,7595.0,5888,30.2,38.9,43.4,32.1,32.1,25.0,64.2,52.8,47.2,64.2,54.7,51.9
1750087823.3977723,112.10027837753296,2025-06-16T17:30:23.397772,11,454.0,19570.68,31.62,12,12,39.0,42.7,35474.54,43.0,7595.0,5888,30.9,13.0,37.0,26.4,14.8,28.8,66.0,66.0,45.3,45.3,59.3,34.0
1750087823.9323761,112.63488221168518,2025-06-16T17:30:23.932376,11,167.3,19587.73,31.65,11,12,15.4,42.7,35457.07,4.0,7595.0,5888,11.3,9.4,11.3,9.6,3.8,16.7,22.6,23.1,24.5,22.2,24.1,11.3
1750087824.4645653,113.16707134246826,2025-06-16T17:30:24.464565,11,472.3,19595.07,31.66,12,12,40.4,42.8,35409.64,36.0,7595.0,5888,32.7,46.2,25.9,40.7,20.4,25.0,56.6,24.1,68.5,40.4,57.7,44.2
1750087824.9997647,113.70227074623108,2025-06-16T17:30:24.999765,11,480.1,19617.83,31.7,12,12,40.6,42.9,35333.81,41.0,7595.0,5888,35.8,27.8,23.1,45.3,20.4,30.2,57.4,50.0,58.5,37.7,55.6,45.5
1750087825.5347645,114.23727059364319,2025-06-16T17:30:25.534765,11,519.9,19597.93,31.66,12,12,47.7,42.8,35393.16,31.0,7595.0,5888,25.0,24.1,41.5,27.8,18.9,33.3,73.6,72.2,74.1,60.4,64.8,53.8
1750087826.0697114,114.77221751213074,2025-06-16T17:30:26.069711,11,450.8,19648.18,31.74,12,12,38.1,42.6,35502.41,33.0,7595.0,5888,25.9,15.1,27.8,11.5,33.3,24.5,63.0,55.8,56.6,55.6,45.3,44.4
1750087826.6055224,115.30802845954895,2025-06-16T17:30:26.605522,11,552.8,19605.93,31.68,12,12,46.4,42.8,35390.82,53.0,7595.0,5888,34.0,37.0,28.3,25.9,39.6,49.1,69.8,54.7,66.0,63.0,56.6,32.7
1750087827.1374805,115.83998656272888,2025-06-16T17:30:27.137480,11,418.5,19701.23,31.83,12,12,36.3,42.9,35358.41,32.0,7595.0,5888,24.1,34.0,13.0,17.0,7.5,38.5,56.6,42.6,62.3,50.9,62.3,26.4
1750087827.6727386,116.37524461746216,2025-06-16T17:30:27.672739,11,189.9,19608.16,31.68,10,12,15.7,42.9,35367.07,20.0,7595.0,5888,19.2,15.1,3.8,17.0,0.0,16.7,20.8,22.6,26.4,13.2,25.9,5.7
1750087828.204663,116.90716910362244,2025-06-16T17:30:28.204663,11,452.0,19646.21,31.74,12,12,39.2,42.7,35463.3,44.0,7595.0,5888,34.6,20.8,18.5,11.3,30.9,37.7,53.7,59.3,65.5,61.1,50.0,27.8
1750087828.740804,117.44331002235413,2025-06-16T17:30:28.740804,11,161.0,19601.63,31.67,10,12,13.9,42.6,35504.35,0.0,7595.0,5888,18.5,1.9,11.3,7.5,5.6,18.9,15.1,21.2,22.6,17.3,22.6,3.8
1750087829.2727716,117.97527766227722,2025-06-16T17:30:29.272772,11,474.5,19608.63,31.68,12,12,41.7,42.7,35490.05,38.0,7595.0,5888,18.9,14.8,22.2,29.6,50.9,39.6,72.2,69.1,68.5,50.0,25.9,37.7
1750087829.8107965,118.51330256462097,2025-06-16T17:30:29.810796,11,484.5,19636.21,31.73,12,12,41.9,42.7,35453.18,53.0,7595.0,5888,24.1,15.4,35.8,46.3,38.5,28.3,62.3,64.8,66.0,40.7,37.7,42.6
1750087830.3427823,119.04528832435608,2025-06-16T17:30:30.342782,11,495.5,19636.84,31.73,12,12,42.3,42.6,35552.73,29.0,7595.0,5888,15.1,18.5,39.6,20.8,20.4,17.0,72.2,71.7,50.0,70.4,57.4,51.9
1750087830.8776643,119.58017039299011,2025-06-16T17:30:30.877664,11,131.8,19633.72,31.72,10,12,11.8,42.5,35571.32,29.0,7595.0,5888,13.5,1.9,5.7,5.6,3.7,9.4,18.9,18.9,16.7,17.0,18.9,13.2
1750087831.4084277,120.11093378067017,2025-06-16T17:30:31.408428,11,523.7,19613.98,31.69,11,12,44.3,42.5,35608.12,29.0,7595.0,5888,24.5,20.4,46.3,3.8,17.0,28.8,72.7,72.7,57.7,75.0,68.5,40.7
1750087831.9447758,120.6472818851471,2025-06-16T17:30:31.944776,11,450.3,19652.81,31.75,12,12,38.1,42.7,35493.86,49.0,7595.0,5888,25.9,38.9,31.5,18.9,38.5,28.3,67.3,30.8,50.9,61.1,26.4,37.7
1750087832.4794302,121.18193626403809,2025-06-16T17:30:32.479430,11,563.9,19612.11,31.69,12,12,47.9,42.8,35394.84,47.0,7595.0,5888,25.9,32.1,20.8,44.4,36.4,37.0,76.4,68.5,74.1,51.9,57.7,52.8
1750087833.0119317,121.71443772315979,2025-06-16T17:30:33.011932,11,412.3,19664.55,31.77,12,12,35.0,42.9,35369.0,58.0,7595.0,5888,23.5,7.5,13.2,21.2,26.9,25.0,57.7,57.7,57.7,42.3,48.1,34.6
1750087833.5473995,122.24990558624268,2025-06-16T17:30:33.547400,11,198.3,19623.47,31.7,12,12,17.2,42.9,35361.29,0.0,7595.0,5888,18.5,20.8,16.4,16.4,16.7,20.4,22.2,16.7,18.5,16.7,17.0,11.1
1750087834.0797396,122.78224563598633,2025-06-16T17:30:34.079740,11,440.3,19625.64,31.71,12,12,38.0,42.9,35371.13,35.0,7595.0,5888,22.6,44.2,19.2,26.9,30.2,20.8,69.8,35.8,49.1,50.0,35.2,49.1
1750087834.6159203,123.31842637062073,2025-06-16T17:30:34.615920,11,177.8,19625.73,31.71,12,12,15.8,42.8,35386.2,3.0,7595.0,5888,18.5,24.5,18.9,17.0,18.9,10.9,18.9,9.4,15.1,11.3,9.4,18.9
1750087835.146488,123.84899401664734,2025-06-16T17:30:35.146488,11,458.3,19601.7,31.67,12,12,39.7,42.7,35468.1,31.0,7595.0,5888,33.3,27.8,28.3,27.8,30.2,30.2,62.3,58.5,50.9,52.8,40.7,35.8
1750087835.6817815,124.3842875957489,2025-06-16T17:30:35.681782,11,490.7,19625.65,31.71,12,12,41.6,42.9,35314.19,41.0,7595.0,5888,26.9,24.5,31.5,25.9,20.8,38.9,63.0,59.3,64.2,55.6,56.6,30.8
1750087836.213703,124.91620898246765,2025-06-16T17:30:36.213703,11,514.3,19698.37,31.83,12,12,43.9,42.8,35404.93,35.0,7595.0,5888,22.2,13.0,23.1,18.9,16.7,45.3,74.1,71.7,72.2,67.3,67.9,32.7
1750087836.7607665,125.46327257156372,2025-06-16T17:30:36.760767,11,454.4,19653.93,31.75,12,12,42.2,43.0,35303.88,51.0,7595.0,5888,36.4,31.5,23.6,40.0,24.1,37.0,53.7,57.1,63.0,44.6,54.5,43.6
1750087837.2957664,125.99827241897583,2025-06-16T17:30:37.295766,11,564.1,19624.95,31.71,12,12,47.8,43.0,35258.21,46.0,7595.0,5888,30.2,24.5,39.6,55.8,45.3,30.2,69.8,69.2,61.1,45.3,45.3,55.8
1750087837.8295605,126.53206658363342,2025-06-16T17:30:37.829561,11,417.8,19657.02,31.76,12,12,35.7,43.0,35283.87,30.0,7595.0,5888,17.0,20.4,26.4,13.2,33.3,20.8,57.4,53.7,64.2,57.4,33.3,36.4
1750087838.3670626,127.0695686340332,2025-06-16T17:30:38.367063,11,200.7,19636.61,31.73,12,12,17.4,43.0,35284.92,0.0,7595.0,5888,7.4,13.2,13.2,14.8,9.6,18.9,26.4,20.4,28.3,22.6,24.1,7.5
1750087838.8977776,127.6002836227417,2025-06-16T17:30:38.897778,11,443.8,19713.85,31.85,12,12,37.7,43.0,35284.77,37.0,7595.0,5888,34.0,11.3,24.5,15.1,33.3,40.7,58.5,64.8,51.9,59.3,26.9,30.8
1750087839.4327068,128.1352128982544,2025-06-16T17:30:39.432707,11,429.0,19650.88,31.75,12,12,36.8,43.0,35258.4,38.0,7595.0,5888,25.9,17.0,16.7,35.8,35.8,30.2,50.9,51.9,58.5,50.9,33.3,35.2
1750087839.9627798,128.66528582572937,2025-06-16T17:30:39.962780,11,215.8,19681.89,31.8,12,12,19.2,42.9,35316.47,34.0,7595.0,5888,7.5,15.1,11.1,13.2,17.3,7.7,31.5,24.5,30.8,30.2,16.7,23.1
1750087840.4975345,129.20004057884216,2025-06-16T17:30:40.497535,11,490.8,19637.18,31.73,12,12,42.7,43.0,35299.75,57.0,7595.0,5888,22.6,18.9,37.7,34.0,39.6,28.3,67.9,64.2,61.1,50.9,35.8,54.7
1750087841.0293455,129.7318515777588,2025-06-16T17:30:41.029346,11,477.4,19655.64,31.76,12,12,40.3,42.9,35351.94,43.0,7595.0,5888,35.8,40.7,24.1,42.3,29.6,34.0,58.5,35.2,57.7,37.0,46.2,41.5
1750087841.5661309,130.2686369419098,2025-06-16T17:30:41.566131,11,345.8,19645.4,31.74,12,12,29.0,43.0,35292.77,49.0,7595.0,5888,24.1,32.1,11.8,28.3,7.5,21.2,40.7,25.9,48.1,34.0,44.4,29.6
1750087842.0975258,130.80003190040588,2025-06-16T17:30:42.097526,11,296.3,19666.79,31.77,11,12,25.4,43.0,35310.27,53.0,7595.0,5888,11.3,28.3,33.3,22.6,0.0,22.2,41.5,18.9,31.5,33.3,43.4,15.4
1750087842.6317365,131.33424258232117,2025-06-16T17:30:42.631737,11,406.2,19648.03,31.74,12,12,34.5,43.0,35310.09,40.0,7595.0,5888,25.0,17.0,16.7,46.3,29.6,31.5,58.5,54.7,48.1,15.1,41.5,32.1
1750087843.1632557,131.86576175689697,2025-06-16T17:30:43.163256,11,204.9,19669.02,31.78,12,12,18.3,42.7,35460.04,2.0,7595.0,5888,11.3,5.7,9.6,28.8,5.8,15.4,30.2,30.2,30.2,5.8,31.5,11.3
1750087843.6948655,132.39737153053284,2025-06-16T17:30:43.694865,11,396.7,19650.48,31.75,12,12,33.9,42.7,35447.42,49.0,7595.0,5888,17.0,13.2,22.2,34.5,37.0,15.4,57.4,56.6,55.6,35.2,24.5,35.8
1750087844.2267277,132.92923378944397,2025-06-16T17:30:44.226728,11,490.1,19705.25,31.84,12,12,41.7,42.8,35423.82,46.0,7595.0,5888,15.1,13.2,25.9,11.5,33.3,31.5,71.7,69.8,71.7,69.8,46.3,42.6
1750087844.7621586,133.4646646976471,2025-06-16T17:30:44.762159,11,138.9,19663.89,31.77,10,12,12.1,42.8,35376.45,3.0,7595.0,5888,7.4,3.7,7.5,3.7,5.6,11.3,18.9,18.9,25.9,18.9,15.1,11.3
1750087845.2944055,133.99691152572632,2025-06-16T17:30:45.294405,11,502.1,19750.43,31.91,12,12,44.3,42.9,35332.51,39.0,7595.0,5888,31.5,32.1,43.4,18.5,25.0,34.0,67.9,50.9,56.6,67.9,59.3,45.3
1750087845.8327804,134.5352864265442,2025-06-16T17:30:45.832780,11,469.9,19671.95,31.78,12,12,40.1,43.0,35251.45,37.0,7595.0,5888,26.9,16.7,30.2,20.4,38.9,38.9,57.4,56.6,63.0,52.7,41.5,35.2
1750087846.3679585,135.07046461105347,2025-06-16T17:30:46.367959,11,489.1,19704.86,31.84,12,12,41.6,43.0,35305.56,31.0,7595.0,5888,15.1,11.5,15.1,28.8,41.5,26.9,70.4,68.5,71.7,66.0,41.5,40.7
1750087846.8996882,135.60219430923462,2025-06-16T17:30:46.899688,11,166.7,19686.06,31.81,10,12,14.4,43.0,35299.06,30.0,7595.0,5888,9.4,5.6,15.1,0.0,1.9,15.1,20.8,22.6,22.6,22.6,22.2,7.7
1750087847.4365814,136.13908743858337,2025-06-16T17:30:47.436581,11,264.0,19665.62,31.77,12,12,22.9,43.1,35221.8,0.0,7595.0,5888,22.2,7.4,7.5,9.4,24.1,22.2,13.2,25.9,100.0,24.1,11.3,13.0
1750087847.966896,136.66940212249756,2025-06-16T17:30:47.966896,11,147.1,19673.24,31.79,5,12,13.3,43.1,35246.79,11.0,7595.0,5888,5.7,17.0,0.0,5.5,1.9,0.0,18.5,1.9,100.0,1.9,1.9,1.9
1750087848.4973886,137.19989466667175,2025-06-16T17:30:48.497389,11,222.9,19695.47,31.82,11,12,19.0,43.0,35265.43,30.0,7595.0,5888,11.3,17.3,40.4,7.7,0.0,11.1,34.6,18.5,17.0,24.5,25.9,18.5
1750087849.0336592,137.73616528511047,2025-06-16T17:30:49.033659,11,440.5,19676.06,31.79,12,12,37.4,42.9,35334.06,41.0,7595.0,5888,20.4,38.9,40.0,20.8,18.5,37.7,63.0,43.4,37.7,55.6,56.6,17.0
1750087849.5647688,138.26727485656738,2025-06-16T17:30:49.564769,11,204.6,19730.97,31.88,12,12,21.3,42.9,35334.24,27.0,7595.0,5888,15.1,14.8,20.8,18.9,20.4,17.3,26.4,25.9,30.8,24.5,25.9,13.2
1750087850.0987673,138.80127334594727,2025-06-16T17:30:50.098767,11,514.5,19678.55,31.79,12,12,44.3,43.0,35249.16,49.0,7595.0,5888,43.1,17.0,23.1,34.0,15.4,35.2,50.9,71.7,69.8,55.6,67.9,44.2
1750087850.6317813,139.33428740501404,2025-06-16T17:30:50.631781,11,461.3,19704.37,31.84,12,12,39.8,43.1,35221.26,45.0,7595.0,5888,22.6,26.9,25.9,28.3,20.0,30.8,73.6,46.3,60.4,50.0,54.7,42.6
1750087851.1648617,139.8673677444458,2025-06-16T17:30:51.164862,11,405.2,19702.04,31.83,12,12,34.8,43.2,35152.25,37.0,7595.0,5888,29.6,20.4,13.0,11.5,28.8,32.1,54.7,55.8,55.6,56.6,38.9,22.6
1750087851.6957676,140.39827370643616,2025-06-16T17:30:51.695768,11,234.8,19703.01,31.83,12,12,20.4,43.2,35132.38,44.0,7595.0,5888,13.2,5.7,23.5,9.4,5.7,15.1,29.6,34.0,20.8,34.0,29.6,22.2
1750087852.2297735,140.932279586792,2025-06-16T17:30:52.229774,11,469.4,19704.02,31.83,12,12,39.7,43.2,35182.57,56.0,7595.0,5888,36.5,14.8,16.7,11.1,32.1,30.2,66.0,66.7,64.8,66.7,41.5,30.2
1750087852.763321,141.46582698822021,2025-06-16T17:30:52.763321,11,232.6,19684.29,31.8,11,12,19.5,43.1,35191.56,19.0,7595.0,5888,11.3,5.7,30.2,1.9,5.7,17.3,32.1,32.1,25.0,32.7,22.6,11.5
1750087853.2954226,141.99792861938477,2025-06-16T17:30:53.295423,11,381.4,19706.04,31.84,12,12,32.5,43.3,35117.26,49.0,7595.0,5888,24.1,5.8,47.2,7.5,5.7,38.9,56.6,56.6,30.2,55.6,54.7,17.0
1750087853.8267715,142.5292775630951,2025-06-16T17:30:53.826771,11,424.4,19708.39,31.84,11,12,36.4,43.3,35118.99,31.0,7595.0,5888,20.8,7.4,39.6,3.8,11.3,30.2,60.4,60.4,45.3,60.4,57.4,30.2
1750087854.3619945,143.06450057029724,2025-06-16T17:30:54.361995,11,179.9,19708.47,31.84,12,12,17.1,43.0,35249.48,3.0,7596.0,5888,7.5,5.7,18.9,9.1,15.1,7.5,31.5,27.8,27.8,26.4,13.2,20.8
1750087854.8925607,143.59506678581238,2025-06-16T17:30:54.892561,11,456.6,19710.5,31.85,12,12,39.7,43.1,35227.07,44.0,7596.0,5888,22.6,20.8,21.2,7.8,29.6,26.4,64.2,57.4,64.2,64.8,49.1,46.2
1750087855.4264903,144.1289963722229,2025-06-16T17:30:55.426490,11,415.3,19691.25,31.81,12,12,36.3,43.0,35257.4,38.0,7604.0,5888,20.8,30.2,37.7,22.2,34.6,26.4,58.5,42.3,46.2,52.8,32.1,30.2
1750087855.957377,144.65988302230835,2025-06-16T17:30:55.957377,11,216.4,19713.0,31.85,11,12,19.4,43.0,35267.04,30.0,7604.0,5888,3.8,11.5,32.1,5.7,7.4,11.5,32.1,24.5,18.9,32.1,29.6,22.6
1750087856.4899964,145.1925024986267,2025-06-16T17:30:56.489996,11,408.1,19693.74,31.82,12,12,36.2,43.1,35233.04,55.0,7605.0,5888,19.2,17.0,28.3,11.3,17.0,20.8,58.5,61.1,48.1,58.5,54.7,40.4
1750087857.0207782,145.72328424453735,2025-06-16T17:30:57.020778,11,223.5,19715.73,31.85,12,12,19.9,43.2,35165.32,48.0,7605.0,5888,20.8,7.4,22.2,5.7,18.9,9.3,33.3,32.1,17.3,34.0,15.4,24.1
1750087857.5558918,146.2583978176117,2025-06-16T17:30:57.555892,11,411.3,19696.2,31.82,12,12,35.8,43.2,35172.93,41.0,7605.0,5888,29.6,15.1,44.4,11.1,38.5,17.3,58.5,57.4,35.2,58.2,25.9,37.7
1750087858.0896628,146.79216885566711,2025-06-16T17:30:58.089663,11,230.9,19738.41,31.89,12,12,21.3,43.1,35202.37,50.0,7605.0,5888,13.2,9.4,25.0,5.8,14.8,14.8,30.2,32.7,20.4,32.7,24.5,29.6
1750087858.622651,147.32515716552734,2025-06-16T17:30:58.622651,11,478.3,19697.95,31.83,12,12,41.8,43.2,35180.18,63.0,7605.0,5888,24.5,34.6,24.5,31.5,14.8,45.3,68.5,53.7,65.4,43.4,65.4,28.3
1750087859.1545606,147.85706663131714,2025-06-16T17:30:59.154561,11,231.1,19719.41,31.86,12,12,20.3,43.2,35148.34,29.0,7605.0,5888,11.5,18.5,16.7,7.7,9.6,7.7,34.0,17.0,32.1,30.2,33.3,26.4
1750087859.6855667,148.38807272911072,2025-06-16T17:30:59.685567,11,398.4,19699.76,31.83,12,12,33.9,43.2,35182.95,56.0,7605.0,5888,9.4,42.3,28.8,24.1,9.4,28.3,56.6,22.6,52.8,45.3,49.1,38.9
1750087860.2177134,148.92021942138672,2025-06-16T17:31:00.217713,11,250.8,19721.8,31.86,12,12,26.4,43.1,35212.73,47.0,7605.0,5888,24.5,20.8,15.4,23.1,27.8,26.4,35.8,32.1,35.8,22.6,23.1,25.0
1750087860.7492986,149.45180463790894,2025-06-16T17:31:00.749299,11,374.9,19702.43,31.83,12,12,32.9,43.0,35269.53,45.0,7597.0,5888,13.2,17.0,22.6,9.4,34.0,25.9,48.1,54.7,54.7,54.7,28.3,34.0
1750087861.2827687,149.98527479171753,2025-06-16T17:31:01.282769,11,250.9,19724.38,31.87,12,12,22.5,43.1,35198.05,9.0,7597.0,5888,16.7,11.3,11.5,9.6,15.1,32.1,28.8,35.2,35.8,35.2,33.3,5.7
