frame_id,iteration_type,iteration_id,forward_cuda_ms,backward_cuda_ms,full_iteration_cuda_ms
1,tracking,0,2.023392,2.044320,7.527424
1,tracking,1,1.481568,1.780192,3.916800
1,tracking,2,1.374016,1.644448,3.595264
1,tracking,3,1.345184,1.641760,3.565568
1,tracking,4,1.332352,1.645024,3.551232
1,tracking,5,1.329152,1.642144,3.545088
1,tracking,6,1.328128,1.653312,3.566592
1,tracking,7,1.345536,1.647232,3.563520
1,tracking,8,1.331200,1.649184,3.560448
1,tracking,9,1.348320,1.701152,3.632128
2,tracking,0,1.390656,1.711424,4.490976
2,tracking,1,1.307648,1.674112,3.561472
2,tracking,2,1.379904,1.874656,4.072448
2,tracking,3,1.394720,1.745952,3.763200
2,tracking,4,1.384032,1.700320,3.657728
2,tracking,5,1.330176,1.676960,3.578880
2,tracking,6,1.330176,1.677792,3.574784
2,tracking,7,1.331552,1.672800,3.566592
2,tracking,8,1.318912,1.679168,3.552256
2,tracking,9,1.339968,1.676160,3.575808
3,tracking,0,1.344512,1.673696,4.267968
3,tracking,1,1.323712,1.670496,3.568640
3,tracking,2,1.388256,1.696800,3.673088
3,tracking,3,1.556864,1.784128,4.067328
3,tracking,4,1.422176,1.724064,3.744768
3,tracking,5,1.340032,1.676576,3.593216
3,tracking,6,1.328192,1.677248,3.571712
3,tracking,7,1.326048,1.668000,3.560448
3,tracking,8,1.324032,1.672224,3.554304
3,tracking,9,1.337216,1.678560,3.590144
4,tracking,0,1.541120,1.710464,4.904832
4,tracking,1,1.323744,2.133472,4.027392
4,tracking,2,1.591232,2.020384,4.345312
4,tracking,3,1.415168,1.957056,3.948544
4,tracking,4,1.337568,2.120896,4.048896
4,tracking,5,1.329984,1.944032,3.885056
4,tracking,6,1.330176,1.956000,3.847232
4,tracking,7,1.362944,1.954400,3.864960
4,tracking,8,1.349632,1.846368,3.745792
4,tracking,9,1.366784,1.952928,3.864576
5,tracking,0,1.371968,1.720896,4.473696
5,tracking,1,1.358560,1.711712,3.640320
5,tracking,2,1.417536,1.738432,3.745088
5,tracking,3,1.680800,1.851712,4.281344
5,tracking,4,1.437696,1.757248,3.805472
5,tracking,5,1.385344,1.722656,3.683616
5,tracking,6,1.376928,1.711872,3.652608
5,tracking,7,1.347968,1.711552,3.627008
5,tracking,8,1.374176,1.718752,3.652608
5,tracking,9,1.352992,1.712672,3.620864
5,bundle_adjustment,0,4.022176,5.929984,13.483680
5,bundle_adjustment,1,3.774464,5.540256,11.670528
5,bundle_adjustment,2,3.571072,5.544032,11.387904
5,bundle_adjustment,3,3.566368,5.507072,11.278336
5,bundle_adjustment,4,3.575808,5.514240,11.285504
5,bundle_adjustment,5,3.617792,5.509120,11.408384
5,bundle_adjustment,6,3.578528,5.520448,11.303936
5,bundle_adjustment,7,3.580992,5.515264,11.298816
5,bundle_adjustment,8,3.598336,5.523456,11.312128
5,bundle_adjustment,9,3.588096,5.519712,11.404512
6,tracking,0,1.498112,1.563520,4.432896
6,tracking,1,1.377312,1.828448,3.819520
6,tracking,2,1.724096,1.866432,4.234240
6,tracking,3,1.417600,1.778560,3.807232
6,tracking,4,1.389568,1.785280,3.748864
6,tracking,5,1.363392,1.785184,3.764544
6,tracking,6,1.552064,1.674080,4.032512
6,tracking,7,1.393632,1.676384,3.828736
6,tracking,8,1.349632,1.671328,3.569888
6,tracking,9,1.356512,1.724576,3.635200
7,tracking,0,1.361920,1.724896,4.385216
7,tracking,1,1.355136,1.720320,3.647488
7,tracking,2,1.409856,1.729696,3.729504
7,tracking,3,1.607968,1.781376,4.086784
7,tracking,4,1.401856,1.761344,3.761280
7,tracking,5,1.361760,1.729824,3.665920
7,tracking,6,1.353632,1.716896,3.627008
7,tracking,7,1.346944,1.718080,3.620992
7,tracking,8,1.360576,1.725536,3.643584
7,tracking,9,1.368064,1.716288,3.637248
8,tracking,0,1.352704,1.722880,4.401728
8,tracking,1,1.345696,1.729664,3.646464
8,tracking,2,1.575008,1.868640,4.117568
8,tracking,3,1.437504,1.779104,3.821568
8,tracking,4,1.414144,1.737952,3.720448
8,tracking,5,1.349632,1.716704,3.632128
8,tracking,6,1.362848,1.724256,3.646464
8,tracking,7,1.355904,1.720000,3.627008
8,tracking,8,1.357376,1.722816,3.654656
8,tracking,9,1.363808,1.717984,3.629280
9,tracking,0,1.344448,1.727296,4.341920
9,tracking,1,1.354848,1.717440,3.632576
9,tracking,2,1.382464,1.750624,3.705856
9,tracking,3,1.546240,1.802784,4.045824
9,tracking,4,1.442848,1.785728,3.833280
9,tracking,5,1.379648,1.721120,3.665920
9,tracking,6,1.354624,1.711136,3.628032
9,tracking,7,1.346272,1.726720,3.625056
9,tracking,8,1.363520,1.714976,3.629088
9,tracking,9,1.356896,1.717280,3.638272
10,tracking,0,1.365152,1.729312,4.411392
10,tracking,1,1.377280,1.767072,3.734816
10,tracking,2,1.461248,1.924608,4.092128
10,tracking,3,1.508384,1.798272,3.914752
10,tracking,4,1.430848,1.733056,3.753984
10,tracking,5,1.370336,1.723744,3.657056
10,tracking,6,1.380320,1.720352,3.648512
10,tracking,7,1.364288,1.718656,3.637664
10,tracking,8,1.351328,1.726080,3.635200
10,tracking,9,1.369568,1.716544,3.637248
10,bundle_adjustment,0,2.944000,4.742144,11.066304
10,bundle_adjustment,1,2.820064,4.498432,9.662464
10,bundle_adjustment,2,2.781600,4.518912,9.626624
10,bundle_adjustment,3,2.790400,4.475968,9.582752
10,bundle_adjustment,4,2.815040,4.514816,9.980000
10,bundle_adjustment,5,2.794496,4.488192,10.312736
10,bundle_adjustment,6,2.807808,4.468128,9.600000
10,bundle_adjustment,7,2.796448,4.468736,9.603360
10,bundle_adjustment,8,2.789952,4.515264,9.635840
10,bundle_adjustment,9,2.794112,4.466016,9.901216
11,tracking,0,1.452032,1.595072,4.312704
11,tracking,1,1.378048,1.723232,3.665920
11,tracking,2,1.382464,1.756512,3.736992
11,tracking,3,1.530880,1.782304,4.045824
11,tracking,4,1.435936,1.758496,3.780608
11,tracking,5,1.383616,1.728544,3.673088
11,tracking,6,1.361600,1.716896,3.636224
11,tracking,7,1.351680,1.723232,3.637248
11,tracking,8,1.357824,1.721152,3.634304
11,tracking,9,1.368064,1.722688,3.642368
12,tracking,0,1.367424,1.724320,4.436064
12,tracking,1,1.347744,1.719520,3.632192
12,tracking,2,1.472512,1.904192,4.055264
12,tracking,3,1.427456,1.791424,3.833856
12,tracking,4,1.415840,1.741696,3.725600
12,tracking,5,1.369088,1.718496,3.651584
12,tracking,6,1.356512,1.725120,3.629056
12,tracking,7,1.376256,1.719904,3.645440
12,tracking,8,1.361664,1.717600,3.645440
12,tracking,9,1.355808,1.724288,3.643392
13,tracking,0,1.354400,1.722080,4.339680
13,tracking,1,1.386272,1.719872,3.663872
13,tracking,2,1.377088,1.756192,3.714272
13,tracking,3,1.601536,1.824384,4.136960
13,tracking,4,1.438848,1.772640,3.816448
13,tracking,5,1.383424,1.726976,3.680256
13,tracking,6,1.367072,1.715008,3.632448
13,tracking,7,1.368064,1.716448,3.652608
13,tracking,8,1.354752,1.727104,3.633536
13,tracking,9,1.366016,1.718656,3.643392
14,tracking,0,1.351680,1.728064,4.403360
14,tracking,1,1.372256,1.721920,3.656128
14,tracking,2,1.661856,1.889792,4.249600
14,tracking,3,1.460224,1.774304,3.853312
14,tracking,4,1.379328,1.737248,3.692544
14,tracking,5,1.375232,1.731168,3.657728
14,tracking,6,1.364992,1.718144,3.631392
14,tracking,7,1.363168,1.721056,3.652704
14,tracking,8,1.367136,1.728096,3.651584
14,tracking,9,1.375392,1.722080,3.649728
15,tracking,0,1.371936,1.764096,4.427776
15,tracking,1,1.358176,1.718624,3.638272
15,tracking,2,1.389696,1.742624,3.700736
15,tracking,3,1.571936,1.794880,4.078592
15,tracking,4,1.448960,1.786080,3.821568
15,tracking,5,1.381984,1.728864,3.679232
15,tracking,6,1.360096,1.726240,3.636608
15,tracking,7,1.367040,1.727776,3.652608
15,tracking,8,1.369088,1.716928,3.631488
15,tracking,9,1.350752,1.724736,3.620864
15,bundle_adjustment,0,2.674688,4.259840,10.203136
15,bundle_adjustment,1,2.556160,4.190208,9.082144
15,bundle_adjustment,2,2.560000,4.155392,9.047072
15,bundle_adjustment,3,2.546688,4.153344,9.017344
15,bundle_adjustment,4,2.544832,4.160512,9.359552
15,bundle_adjustment,5,2.543616,4.181184,9.647872
15,bundle_adjustment,6,2.562048,4.162560,9.044992
15,bundle_adjustment,7,2.548352,4.168832,9.028736
15,bundle_adjustment,8,2.563168,4.149536,9.035776
15,bundle_adjustment,9,2.540512,4.177120,9.350272
16,tracking,0,1.498912,1.577024,4.449056
16,tracking,1,1.391616,1.790944,3.890176
16,tracking,2,1.714176,1.843072,4.254112
16,tracking,3,1.448224,1.845280,3.892224
16,tracking,4,1.406912,1.729824,3.824640
16,tracking,5,1.392640,1.682080,3.679392
16,tracking,6,1.356992,1.672288,3.574976
16,tracking,7,1.370112,1.673184,3.580928
16,tracking,8,1.356576,1.670784,3.569664
16,tracking,9,1.355776,1.677120,3.575808
17,tracking,0,1.486400,1.828608,4.627360
17,tracking,1,1.359776,1.823136,3.720192
17,tracking,2,1.373952,2.044928,4.322304
17,tracking,3,1.569024,1.756224,4.294656
17,tracking,4,1.412256,1.701312,3.688544
17,tracking,5,1.367136,1.679296,3.581952
17,tracking,6,1.353728,1.914848,3.807232
17,tracking,7,1.351680,1.918752,3.817472
17,tracking,8,1.361920,1.674208,3.573760
17,tracking,9,1.356448,1.874944,3.764352
18,tracking,0,1.495968,1.764640,4.607264
18,tracking,1,1.360832,1.840096,3.745792
18,tracking,2,1.460224,1.776864,3.983552
18,tracking,3,1.414144,1.716768,3.718464
18,tracking,4,1.377280,1.680000,3.612672
18,tracking,5,1.356896,1.922656,3.821568
18,tracking,6,1.348416,1.673312,3.552448
18,tracking,7,1.359872,1.913056,3.800064
18,tracking,8,1.407584,1.872288,4.021248
18,tracking,9,1.373408,1.887072,3.991552
19,tracking,0,1.474560,1.792384,4.575328
19,tracking,1,1.361920,1.673824,3.574048
19,tracking,2,1.436704,1.712992,3.721216
19,tracking,3,1.756160,1.757024,4.187136
19,tracking,4,1.417248,1.703456,3.703808
19,tracking,5,1.361312,1.675744,3.589120
19,tracking,6,1.355744,1.667808,3.567616
19,tracking,7,1.354752,1.686400,3.574784
19,tracking,8,1.354464,1.922400,3.809280
19,tracking,9,1.358848,1.666144,3.571712
20,tracking,0,1.478816,1.758752,4.582240
20,tracking,1,1.351072,1.677184,3.574784
20,tracking,2,1.471488,1.800160,3.916128
20,tracking,3,1.426144,1.712160,3.717120
20,tracking,4,1.393856,1.721856,3.685376
20,tracking,5,1.350656,1.677728,3.569792
20,tracking,6,1.363808,1.668992,3.576832
20,tracking,7,1.358112,1.673440,3.575808
20,tracking,8,1.381376,1.917568,3.831072
20,tracking,9,1.382368,1.913152,3.833856
20,bundle_adjustment,0,2.638848,4.100352,10.218496
20,bundle_adjustment,1,2.569248,4.041728,8.981504
20,bundle_adjustment,2,2.569120,4.077760,9.007104
20,bundle_adjustment,3,2.549824,4.256064,9.188352
20,bundle_adjustment,4,2.603968,3.948544,9.454688
20,bundle_adjustment,5,2.499840,3.955712,10.051776
20,bundle_adjustment,6,2.377120,3.937472,8.655872
20,bundle_adjustment,7,2.405024,3.961824,8.701952
20,bundle_adjustment,8,2.375296,4.093952,8.915968
20,bundle_adjustment,9,2.565248,3.938304,9.216192
21,tracking,0,1.708032,1.604352,4.806656
21,tracking,1,1.404928,1.693344,3.779584
21,tracking,2,1.402304,1.843200,3.970048
21,tracking,3,1.464128,1.885632,3.953760
21,tracking,4,1.427648,1.726368,3.743744
21,tracking,5,1.442688,1.725856,3.744768
21,tracking,6,1.370112,1.681024,3.607776
21,tracking,7,1.349632,1.678432,3.585024
21,tracking,8,1.363968,1.672416,3.577088
21,tracking,9,1.373184,1.955552,3.957760
22,tracking,0,1.681408,1.785984,4.881408
22,tracking,1,1.412864,2.405696,4.374528
22,tracking,2,1.554432,1.754432,4.140256
22,tracking,3,1.414080,1.715968,3.710976
22,tracking,4,1.381696,1.683328,3.650560
22,tracking,5,1.370432,1.677024,3.585376
22,tracking,6,1.359904,1.916224,3.818496
22,tracking,7,1.366624,1.922656,3.845120
22,tracking,8,1.360768,1.921728,3.820544
22,tracking,9,1.367040,1.926720,3.835904
23,tracking,0,1.484000,1.777920,4.607200
23,tracking,1,1.377248,1.675808,3.592480
23,tracking,2,1.367040,1.730880,3.670016
