frame_id,iteration_type,iteration_id,forward_cuda_ms,backward_cuda_ms,full_iteration_cuda_ms
1,tracking,0,2.499424,2.153792,8.163552
1,tracking,1,1.808960,1.644032,4.208768
1,tracking,2,1.262624,1.618304,3.442688
1,tracking,3,1.256768,1.631840,3.446784
1,tracking,4,1.288448,1.954656,3.817728
1,tracking,5,1.269344,1.881440,3.717120
1,tracking,6,1.261568,1.846528,3.668256
1,tracking,7,1.271520,1.643104,3.477536
1,tracking,8,1.257600,1.738272,3.573984
1,tracking,9,1.271808,1.697728,3.560448
2,tracking,0,1.564672,1.872032,4.883456
2,tracking,1,1.252352,1.939040,3.805504
2,tracking,2,1.751040,2.040544,4.506624
2,tracking,3,1.384448,2.092608,4.070400
2,tracking,4,1.274528,1.946528,3.774464
2,tracking,5,1.264640,1.966752,3.774752
2,tracking,6,1.251744,1.966528,4.045824
2,tracking,7,1.281344,1.939520,3.872768
2,tracking,8,1.271712,2.104960,4.144128
2,tracking,9,1.267712,1.797728,3.760256
3,tracking,0,1.408608,1.648864,4.471008
3,tracking,1,1.257472,1.687712,3.521536
3,tracking,2,1.331392,1.705376,3.626176
3,tracking,3,1.623040,1.700736,3.959808
3,tracking,4,1.321152,1.664544,3.565568
3,tracking,5,1.265728,1.640800,3.471360
3,tracking,6,1.273664,1.639296,3.463168
3,tracking,7,1.251296,1.640224,3.442688
3,tracking,8,1.259232,1.667872,3.505152
3,tracking,9,1.258560,1.644192,3.457024
4,tracking,0,1.269120,1.763296,4.274176
4,tracking,1,1.256480,1.645504,3.450880
4,tracking,2,1.328128,1.818496,3.802112
4,tracking,3,1.355680,1.689408,3.649632
4,tracking,4,1.316800,1.657696,3.598336
4,tracking,5,1.279008,1.640480,3.476480
4,tracking,6,1.259872,1.896064,3.713440
4,tracking,7,1.265888,1.682944,3.484672
4,tracking,8,1.267584,1.657696,3.465664
4,tracking,9,1.273824,1.920224,3.728384
5,tracking,0,1.272096,1.740704,4.263936
5,tracking,1,1.257632,1.685920,3.487776
5,tracking,2,1.290240,1.685248,3.528864
5,tracking,3,1.650784,1.710496,4.029440
5,tracking,4,1.385536,1.902432,3.875840
5,tracking,5,1.307648,1.920192,3.788960
5,tracking,6,1.269984,1.853216,3.676256
5,tracking,7,1.284512,1.647808,3.475456
5,tracking,8,1.264544,1.902016,3.707136
5,tracking,9,1.266304,1.699072,3.503104
5,bundle_adjustment,0,3.510944,6.176640,12.998656
5,bundle_adjustment,1,3.153088,5.825536,11.076608
5,bundle_adjustment,2,3.037184,5.829632,10.930176
5,bundle_adjustment,3,3.000384,5.778432,10.777760
5,bundle_adjustment,4,2.981632,5.864448,10.836992
5,bundle_adjustment,5,3.010752,5.775360,10.773504
5,bundle_adjustment,6,3.071008,5.812224,11.057216
5,bundle_adjustment,7,2.988192,5.760000,10.967040
5,bundle_adjustment,8,3.248416,5.791392,11.440128
5,bundle_adjustment,9,3.230720,5.808128,11.287552
6,tracking,0,1.586176,1.645952,4.655456
6,tracking,1,1.445120,1.821632,3.919680
6,tracking,2,1.592480,1.867552,4.156416
6,tracking,3,1.366976,1.674592,3.696640
6,tracking,4,1.293312,1.654592,3.576832
6,tracking,5,1.281024,1.652480,3.495200
6,tracking,6,1.266688,1.897184,3.710976
6,tracking,7,1.264640,1.903392,3.706880
6,tracking,8,1.255168,1.855968,3.654656
6,tracking,9,1.273664,1.892992,3.701920
7,tracking,0,1.393664,1.750624,4.493312
7,tracking,1,1.279008,1.899680,3.743872
7,tracking,2,1.342880,1.766432,3.678208
7,tracking,3,1.583712,1.709120,4.101376
7,tracking,4,1.437696,1.673728,3.700736
7,tracking,5,1.281056,1.655456,3.489792
7,tracking,6,1.272864,1.908672,3.725728
7,tracking,7,1.268896,1.713600,3.520512
7,tracking,8,1.293216,1.652768,3.503104
7,tracking,9,1.262240,1.743264,3.549408
8,tracking,0,1.399808,1.811840,4.657984
8,tracking,1,1.264000,2.221312,4.039680
8,tracking,2,1.724256,2.042048,4.389888
8,tracking,3,1.478784,1.865952,4.130816
8,tracking,4,1.294336,1.689056,3.732480
8,tracking,5,1.264544,1.655648,3.457024
8,tracking,6,1.255424,1.649920,3.441664
8,tracking,7,1.260416,1.852448,3.649536
8,tracking,8,1.249280,1.678176,3.466240
8,tracking,9,1.253664,1.920128,3.709952
9,tracking,0,1.417440,1.740096,4.495968
9,tracking,1,1.270368,1.665120,3.502080
9,tracking,2,1.287584,1.696288,3.546240
9,tracking,3,1.623232,1.717504,3.988480
9,tracking,4,1.400640,1.698144,3.672064
9,tracking,5,1.295104,1.671392,3.540032
9,tracking,6,1.265664,1.650944,3.450048
9,tracking,7,1.265472,1.892480,3.696640
9,tracking,8,1.260576,1.986016,3.787200
9,tracking,9,1.274784,1.908224,3.709280
10,tracking,0,1.396096,1.689792,4.398080
10,tracking,1,1.269696,1.658912,3.497984
10,tracking,2,1.680096,1.782432,4.132256
10,tracking,3,1.356800,1.693664,3.635360
10,tracking,4,1.299328,1.706624,3.601408
10,tracking,5,1.260544,1.658272,3.457024
10,tracking,6,1.260576,1.652128,3.450944
10,tracking,7,1.259616,1.647392,3.454240
10,tracking,8,1.283072,1.673216,3.528704
10,tracking,9,1.272928,1.658784,3.478528
10,bundle_adjustment,0,2.817280,4.908704,11.307008
10,bundle_adjustment,1,2.631680,4.851264,9.763840
10,bundle_adjustment,2,2.610464,4.578912,9.373696
10,bundle_adjustment,3,2.425856,4.662720,9.398272
10,bundle_adjustment,4,2.384640,4.693120,9.914656
10,bundle_adjustment,5,2.589664,4.643840,10.209280
10,bundle_adjustment,6,2.586816,4.751968,9.629696
10,bundle_adjustment,7,2.606176,4.583520,9.335808
10,bundle_adjustment,8,2.395520,4.641216,9.158656
10,bundle_adjustment,9,2.394240,4.693408,9.643008
11,tracking,0,1.909664,1.647776,5.158912
11,tracking,1,1.294336,1.916160,3.867648
11,tracking,2,1.358080,2.045440,4.110336
11,tracking,3,1.414368,1.955808,3.979264
11,tracking,4,1.330144,1.708576,3.590240
11,tracking,5,1.360960,1.658560,3.571712
11,tracking,6,1.266688,1.659296,3.480576
11,tracking,7,1.282208,1.677152,3.510272
11,tracking,8,1.265728,1.661216,3.472384
11,tracking,9,1.285792,1.672608,3.506176
12,tracking,0,1.403904,1.808512,4.590848
12,tracking,1,1.259744,2.001632,3.814400
12,tracking,2,1.678336,2.091136,4.855072
12,tracking,3,1.374560,1.977280,4.065024
12,tracking,4,1.277184,1.674368,3.509248
12,tracking,5,1.274560,1.656576,3.657728
12,tracking,6,1.274880,1.656832,3.473408
12,tracking,7,1.269024,1.658752,3.572736
12,tracking,8,1.259072,1.909824,3.710976
12,tracking,9,1.265248,1.770656,3.580928
13,tracking,0,1.396736,1.785216,4.541248
13,tracking,1,1.267712,1.657184,3.471360
13,tracking,2,1.303776,1.683584,3.554304
13,tracking,3,1.647616,1.794272,4.265216
13,tracking,4,1.410048,1.705824,3.706880
13,tracking,5,1.313792,1.666240,3.530752
13,tracking,6,1.284032,1.654144,3.493888
13,tracking,7,1.277824,1.659232,3.480704
13,tracking,8,1.274880,1.664288,3.507200
13,tracking,9,1.281024,1.651840,3.469312
14,tracking,0,1.406944,1.735744,4.592640
14,tracking,1,1.270880,1.704960,3.531776
14,tracking,2,1.735680,1.999488,4.438016
14,tracking,3,1.385472,2.032224,4.111328
14,tracking,4,1.278976,1.853888,3.674112
14,tracking,5,1.331456,1.874272,3.943424
14,tracking,6,1.257280,1.938336,3.728384
14,tracking,7,1.251744,1.807424,3.596288
14,tracking,8,1.296064,1.844512,3.702784
14,tracking,9,1.272576,1.905024,3.727520
15,tracking,0,1.408128,1.748960,4.534592
15,tracking,1,1.269408,1.659136,3.485696
15,tracking,2,1.298432,1.681120,3.535872
15,tracking,3,1.573728,1.944896,4.134912
15,tracking,4,1.356384,1.908576,3.856736
15,tracking,5,1.269888,1.722976,3.537920
15,tracking,6,1.277184,1.658336,3.474880
15,tracking,7,1.260192,1.659520,3.454240
15,tracking,8,1.275296,1.650496,3.458208
15,tracking,9,1.247264,1.808704,3.587072
15,bundle_adjustment,0,2.575232,4.450528,10.342400
15,bundle_adjustment,1,2.403488,4.291936,8.878144
15,bundle_adjustment,2,2.392064,4.378080,8.944640
15,bundle_adjustment,3,2.406400,4.213376,8.772608
15,bundle_adjustment,4,2.382944,4.308992,9.167968
15,bundle_adjustment,5,2.390336,4.213760,9.465152
15,bundle_adjustment,6,2.379104,4.520960,9.065472
15,bundle_adjustment,7,2.377728,4.343904,8.878528
15,bundle_adjustment,8,2.379776,4.335392,8.880128
15,bundle_adjustment,9,2.381536,4.579328,9.410912
16,tracking,0,1.796032,1.544576,4.762592
16,tracking,1,1.354400,1.685664,3.602592
16,tracking,2,1.718464,1.986976,4.358208
16,tracking,3,1.292960,1.924736,3.791872
16,tracking,4,1.301088,1.923936,3.785728
16,tracking,5,1.286848,1.652640,3.496096
16,tracking,6,1.269696,1.653504,3.458048
16,tracking,7,1.262784,1.655424,3.460096
16,tracking,8,1.297408,1.890944,3.759104
16,tracking,9,1.277952,1.938336,3.756032
17,tracking,0,1.409024,1.758592,4.546304
17,tracking,1,1.268736,1.832768,3.660192
17,tracking,2,1.280352,1.688736,3.528960
17,tracking,3,1.587872,1.687840,3.904512
17,tracking,4,1.399680,1.693536,3.666112
17,tracking,5,1.297408,1.654176,3.503104
17,tracking,6,1.288192,1.650496,3.477632
17,tracking,7,1.277120,1.821856,3.650560
17,tracking,8,1.270528,1.678496,3.503104
17,tracking,9,1.282944,1.767648,3.596288
18,tracking,0,1.419904,1.696064,4.459360
18,tracking,1,1.264640,1.665152,3.489888
18,tracking,2,1.462976,1.788128,3.880960
18,tracking,3,1.372256,1.681152,3.620864
18,tracking,4,1.303808,1.758656,3.629184
18,tracking,5,1.278816,1.647872,3.465216
18,tracking,6,1.266560,1.662880,3.462144
18,tracking,7,1.259520,1.883264,3.670368
18,tracking,8,1.266784,1.674688,3.481600
18,tracking,9,1.261632,1.913088,3.711040
19,tracking,0,1.402880,1.689120,4.461568
19,tracking,1,1.276032,1.658816,3.506368
19,tracking,2,1.284096,1.687904,3.523584
19,tracking,3,1.545216,1.719456,3.896320
19,tracking,4,1.606656,1.670592,3.854688
19,tracking,5,1.287168,1.650848,3.578880
19,tracking,6,1.273312,1.908992,3.738624
19,tracking,7,1.520640,1.656192,3.767456
19,tracking,8,1.263648,1.774272,3.583232
19,tracking,9,1.264512,1.905376,3.703808
20,tracking,0,1.398784,1.697824,4.414880
20,tracking,1,1.252352,1.660128,3.479552
20,tracking,2,1.478976,2.193728,4.288544
20,tracking,3,1.354720,1.976000,3.907744
20,tracking,4,1.291552,1.980480,3.816448
20,tracking,5,1.257440,1.876640,3.676448
20,tracking,6,1.259680,1.871392,3.667296
20,tracking,7,1.263520,1.937536,3.731456
20,tracking,8,1.282048,1.773088,3.727360
20,tracking,9,1.290048,1.866624,3.914752
20,bundle_adjustment,0,2.413632,4.273152,10.030080
20,bundle_adjustment,1,2.264064,4.043776,8.506368
20,bundle_adjustment,2,2.070528,4.165632,8.349984
20,bundle_adjustment,3,2.230592,4.190368,8.610816
20,bundle_adjustment,4,2.046720,4.057408,8.552448
20,bundle_adjustment,5,2.038784,4.032512,8.816704
20,bundle_adjustment,6,2.227136,4.281376,8.677376
20,bundle_adjustment,7,2.238144,4.295968,8.709152
20,bundle_adjustment,8,2.225248,4.171776,8.556544
20,bundle_adjustment,9,2.231232,4.272032,8.969216
21,tracking,0,1.880992,1.648256,5.124384
21,tracking,1,1.280000,1.668064,3.594080
21,tracking,2,1.369216,1.821280,3.930112
21,tracking,3,1.401856,1.704096,3.718144
21,tracking,4,1.334656,1.668960,3.556768
21,tracking,5,1.270848,2.042816,3.865792
21,tracking,6,1.276928,1.941920,3.764224
21,tracking,7,1.263616,1.929664,3.745792
21,tracking,8,1.281760,1.871008,3.696640
21,tracking,9,1.264864,1.989216,3.918304
22,tracking,0,1.397760,1.782080,4.579328
22,tracking,1,1.306624,1.909600,3.778560
22,tracking,2,1.957888,2.063200,5.094400
22,tracking,3,1.379328,1.805184,4.140672
22,tracking,4,1.379200,1.667008,3.754016
22,tracking,5,1.259520,1.657760,3.477504
22,tracking,6,1.277952,1.658464,3.491840
22,tracking,7,1.262304,1.905920,3.721344
22,tracking,8,1.270592,1.910432,3.728384
22,tracking,9,1.268096,1.852800,3.652608
23,tracking,0,1.262592,1.758464,4.280512
23,tracking,1,1.262464,1.656576,3.457024
23,tracking,2,1.338400,1.869920,3.766272
23,tracking,3,1.650784,1.847008,4.212736
23,tracking,4,1.406912,1.695104,3.709952
23,tracking,5,1.308544,1.920928,3.791232
23,tracking,6,1.260544,1.655648,3.449856
23,tracking,7,1.272832,1.664928,3.464192
23,tracking,8,1.254304,1.859968,3.643392
23,tracking,9,1.263168,1.651328,3.443712
24,tracking,0,1.405952,1.822848,4.530496
24,tracking,1,1.258496,1.748512,3.555328
24,tracking,2,1.755136,1.772960,4.190208
24,tracking,3,1.364416,1.682496,3.625024
24,tracking,4,1.292288,1.718112,3.557376
24,tracking,5,1.289216,1.661056,3.486720
24,tracking,6,1.277120,1.673472,3.508224
24,tracking,7,1.271104,1.656672,3.468544
24,tracking,8,1.268960,1.658208,3.470336
24,tracking,9,1.306240,1.726880,3.576832
25,tracking,0,1.400576,1.856384,4.552704
25,tracking,1,1.255488,1.806720,3.600608
25,tracking,2,1.289504,1.696480,3.778560
25,tracking,3,1.549760,2.035808,4.537536
25,tracking,4,1.454080,1.840768,3.899392
25,tracking,5,1.278944,1.665568,3.494912
25,tracking,6,1.280000,1.655584,3.478528
25,tracking,7,1.260736,1.655616,3.468384
25,tracking,8,1.270720,1.891328,3.710976
25,tracking,9,1.261600,1.909888,3.715072
25,bundle_adjustment,0,2.137664,4.069376,9.165824
25,bundle_adjustment,1,2.031584,4.166848,8.329216
25,bundle_adjustment,2,2.023136,3.995648,8.125440
25,bundle_adjustment,3,2.004576,4.005952,8.109056
25,bundle_adjustment,4,2.039968,3.864576,8.315200
25,bundle_adjustment,5,1.996672,3.968224,8.650720
25,bundle_adjustment,6,2.032896,4.024544,8.168800
25,bundle_adjustment,7,2.021408,4.034560,8.162304
25,bundle_adjustment,8,2.196544,4.121600,8.475648
25,bundle_adjustment,9,2.185152,4.066208,8.723456
26,tracking,0,1.789952,1.713344,5.097632
26,tracking,1,1.332416,1.757664,3.741696
26,tracking,2,1.537024,1.944576,4.270080
26,tracking,3,1.377568,1.884736,4.025344
26,tracking,4,1.333856,1.677120,3.761152
26,tracking,5,1.284256,1.655424,3.521600
26,tracking,6,1.263456,1.656096,3.462144
26,tracking,7,1.291488,1.921184,3.770368
26,tracking,8,1.268736,1.914144,3.719168
26,tracking,9,1.262912,1.886432,3.682336
27,tracking,0,1.390624,1.808864,4.534208
27,tracking,1,1.257472,1.658240,3.462144
27,tracking,2,1.329152,1.693472,3.603456
27,tracking,3,1.701888,1.726176,4.102144
27,tracking,4,1.326080,1.671648,3.562496
27,tracking,5,1.295360,1.877664,3.732768
27,tracking,6,1.258528,1.650944,3.453952
27,tracking,7,1.265984,1.909024,3.709088
27,tracking,8,1.263616,1.895264,3.693568
27,tracking,9,1.273856,1.834240,3.837952
28,tracking,0,1.410272,1.753600,4.550752
28,tracking,1,1.253440,1.736640,3.612672
28,tracking,2,1.622944,1.713120,3.978240
28,tracking,3,1.279968,1.667232,3.496992
28,tracking,4,1.282240,1.655616,3.484960
28,tracking,5,1.262624,1.652768,3.474432
28,tracking,6,1.259744,1.833536,3.648512
28,tracking,7,1.254656,1.907136,3.699744
28,tracking,8,1.318336,1.740320,3.611648
28,tracking,9,1.270592,1.660736,3.476480
29,tracking,0,1.397568,1.854048,4.576128
29,tracking,1,1.262720,1.806240,3.615744
29,tracking,2,1.301504,1.925952,3.941376
29,tracking,3,1.797408,1.798816,4.482496
29,tracking,4,1.376256,1.694688,3.684480
29,tracking,5,1.309696,1.663488,3.532064
29,tracking,6,1.264448,1.646880,3.462144
29,tracking,7,1.273600,1.726528,3.528864
29,tracking,8,1.252352,1.650816,3.443712
29,tracking,9,1.260352,1.723136,3.512320
30,tracking,0,1.402080,1.768256,4.474496
30,tracking,1,1.270816,1.863552,3.691520
30,tracking,2,1.773600,2.021920,4.490240
30,tracking,3,1.806240,1.686368,4.084800
30,tracking,4,1.300096,1.654528,3.517472
30,tracking,5,1.281056,1.719104,3.561472
30,tracking,6,1.268064,1.823680,3.630080
30,tracking,7,1.265664,1.848736,3.643392
30,tracking,8,1.254400,1.932192,3.715072
30,tracking,9,1.265952,1.978464,3.791168
30,bundle_adjustment,0,2.312352,4.053376,9.596928
30,bundle_adjustment,1,2.206752,3.978240,8.414528
30,bundle_adjustment,2,2.008192,4.007936,8.133632
30,bundle_adjustment,3,1.971136,3.834880,7.911424
30,bundle_adjustment,4,2.152448,3.827712,8.458240
30,bundle_adjustment,5,2.148352,3.830688,8.746112
30,bundle_adjustment,6,1.983840,3.950592,8.066048
30,bundle_adjustment,7,2.151616,3.911680,8.218784
30,bundle_adjustment,8,2.148768,3.826688,8.145920
30,bundle_adjustment,9,2.147200,3.828768,8.428544
31,tracking,0,1.869824,1.524864,4.908000
31,tracking,1,1.284288,1.669120,3.522560
31,tracking,2,1.313152,1.779776,3.800064
31,tracking,3,1.476576,1.755200,3.943424
31,tracking,4,1.402944,1.734240,3.744768
31,tracking,5,1.301504,1.728256,3.608576
31,tracking,6,1.304768,1.705376,3.600384
31,tracking,7,1.292288,1.714464,3.572736
31,tracking,8,1.278976,1.706336,3.540992
31,tracking,9,1.285184,1.708832,3.550208
32,tracking,0,1.287328,1.710816,4.325408
32,tracking,1,1.276896,1.713824,3.565568
32,tracking,2,1.500352,1.911904,4.115840
32,tracking,3,1.461600,1.772992,3.974144
32,tracking,4,1.331232,1.737664,3.654912
32,tracking,5,1.297216,1.705696,3.566592
32,tracking,6,1.288608,1.703584,3.556352
32,tracking,7,1.284096,1.710912,3.551616
32,tracking,8,1.279968,1.702496,3.551616
32,tracking,9,1.288096,1.712480,3.574784
33,tracking,0,1.266464,1.724768,4.334592
33,tracking,1,1.284896,1.706048,3.554720
33,tracking,2,1.293312,1.725696,3.627008
33,tracking,3,1.663104,1.791552,4.189184
33,tracking,4,1.405952,1.759584,3.770688
33,tracking,5,1.320960,1.715168,3.607840
33,tracking,6,1.280000,1.711328,3.545088
33,tracking,7,1.280928,1.700640,3.531008
33,tracking,8,1.275904,1.704576,3.534848
